Date,Open,High,Low,Close,Adj Close,Volume
2022-06-17,131.149994,132.259995,129.559998,131.139999,128.111450,3359100
2022-06-21,132.380005,133.259995,132.039993,132.690002,130.324280,1833300
2022-06-22,131.070007,133.820007,130.889999,132.619995,130.255508,3062800
2022-06-23,133.220001,133.970001,131.990005,133.720001,131.335907,2607900
2022-06-24,134.850006,138.119995,134.800003,138.070007,135.608368,2259500
2022-06-27,138.490005,138.779999,137.270004,138.000000,135.539597,2063000
2022-06-28,138.750000,139.940002,135.779999,135.899994,133.477036,1664200
2022-06-29,135.940002,135.970001,134.300003,135.070007,132.661865,2203500
2022-06-30,133.539993,135.449997,132.500000,134.229996,131.836807,1868600
2022-07-01,133.979996,136.179993,133.199997,135.869995,133.447571,2679100
2022-07-05,134.029999,135.570007,132.460007,135.550003,133.133286,1646500
2022-07-06,135.520004,136.509995,134.399994,135.580002,133.162766,1318500
2022-07-07,136.449997,137.850006,136.429993,137.550003,135.097641,1481400
2022-07-08,137.369995,137.940002,136.279999,137.039993,134.596710,1120400
2022-07-11,136.039993,136.529999,135.550003,135.779999,133.359177,1346600
2022-07-12,135.250000,136.690002,134.509995,135.130005,132.720779,1622200
2022-07-13,133.309998,135.220001,132.800003,134.380005,131.984146,1679700
2022-07-14,132.240005,133.490005,131.479996,133.320007,130.943069,1818900
2022-07-15,134.910004,135.889999,133.860001,135.850006,133.427933,1669400
2022-07-18,136.960007,137.289993,134.800003,135.259995,132.848450,1122600
2022-07-19,136.679993,139.419998,136.679993,139.139999,136.659271,1441400
2022-07-20,138.970001,140.410004,138.710007,140.070007,137.572708,2179800
2022-07-21,139.589996,141.160004,138.910004,141.160004,138.643265,1331500
2022-07-22,141.410004,141.970001,139.460007,140.339996,137.837860,1215400
2022-07-25,140.600006,140.970001,139.710007,140.690002,138.181641,1571600
2022-07-26,140.250000,140.259995,139.250000,139.589996,137.101257,903500
2022-07-27,140.330002,142.820007,140.089996,142.300003,139.762939,2192800
2022-07-28,142.639999,144.679993,141.539993,144.550003,141.972809,2438200
2022-07-29,144.529999,146.199997,144.210007,145.839996,143.239822,1981900
2022-08-01,145.110001,146.039993,144.360001,145.559998,142.964813,2047000
2022-08-02,145.020004,146.259995,144.240005,144.529999,141.953171,1446900
2022-08-03,145.279999,146.410004,144.770004,146.029999,143.426422,1772500
2022-08-04,145.850006,146.179993,145.500000,145.720001,143.121964,1662700
2022-08-05,144.419998,146.070007,144.309998,145.880005,143.279114,1454500
2022-08-08,146.679993,147.699997,146.029999,146.289993,143.681793,1441500
2022-08-09,146.100006,146.210007,145.009995,145.440002,142.846954,1237700
2022-08-10,147.839996,148.759995,147.630005,148.550003,145.901505,3283100
2022-08-11,149.589996,150.899994,148.949997,149.210007,146.549728,3091600
2022-08-12,149.889999,151.639999,149.679993,151.619995,148.916763,2342600
2022-08-15,150.720001,152.130005,150.639999,151.949997,149.240891,2753200
2022-08-16,151.509995,153.100006,151.389999,152.389999,149.673035,1361700
2022-08-17,151.029999,151.809998,150.130005,150.960007,148.268539,1394100
2022-08-18,151.050003,151.639999,150.660004,151.440002,148.739990,1148500
2022-08-19,150.410004,150.559998,149.020004,149.440002,146.775635,997400
2022-08-22,147.750000,147.750000,145.940002,146.320007,143.711273,2248300
2022-08-23,146.389999,147.169998,145.759995,145.940002,143.338028,1557400
2022-08-24,145.970001,147.169998,145.720001,146.669998,144.055038,878800
2022-08-25,147.270004,148.929993,147.070007,148.929993,146.274719,1779700
2022-08-26,149.100006,149.130005,144.070007,144.130005,141.560318,1560500
2022-08-29,143.070007,144.470001,142.690002,143.289993,140.735260,2167300
2022-08-30,143.729996,143.779999,141.179993,141.779999,139.252213,2164600
2022-08-31,142.279999,142.720001,140.610001,140.759995,138.250366,2165500
2022-09-01,139.809998,140.990005,138.639999,140.880005,138.368240,1838600
2022-09-02,142.339996,142.949997,139.210007,139.860001,137.366440,1296200
2022-09-06,140.300003,140.490005,138.529999,139.470001,136.983398,1868500
2022-09-07,139.350006,142.759995,139.330002,142.529999,139.988831,2094900
2022-09-08,141.690002,143.820007,141.119995,143.759995,141.196884,2110200
2022-09-09,144.729996,146.110001,144.500000,145.740005,143.141602,1548200
2022-09-12,146.589996,147.449997,146.259995,147.100006,144.477371,1844600
2022-09-13,143.960007,144.350006,140.869995,141.279999,138.761108,2008000
2022-09-14,141.550003,141.800003,140.070007,141.270004,138.751282,1575900
2022-09-15,140.860001,142.259995,139.789993,140.149994,137.651260,1678700
2022-09-16,138.610001,139.039993,137.580002,138.750000,136.276215,2430900
2022-09-19,136.860001,139.220001,136.860001,139.149994,137.292465,1283100
2022-09-20,138.009995,138.100006,135.919998,136.910004,135.082397,1497600
2022-09-21,137.639999,138.800003,134.639999,134.639999,132.842667,2226800
2022-09-22,134.559998,134.710007,132.600006,132.710007,130.938446,3304900
2022-09-23,131.380005,131.380005,128.690002,130.479996,128.738205,4099600
2022-09-26,129.990005,130.979996,128.089996,128.589996,126.873444,2987200
2022-09-27,129.860001,130.570007,127.260002,128.179993,126.468910,2756000
2022-09-28,128.949997,131.809998,128.449997,131.160004,129.409149,4854500
2022-09-29,129.970001,130.000000,127.739998,128.679993,126.962234,3154600
2022-09-30,128.570007,129.850006,127.080002,127.279999,125.580933,2548300
2022-10-03,128.669998,131.600006,127.940002,130.830002,129.083542,4943300
2022-10-04,132.850006,135.360001,132.809998,135.339996,133.533340,4074600
2022-10-05,133.690002,135.690002,132.800003,134.809998,133.010406,2399300
2022-10-06,134.259995,135.300003,133.080002,133.309998,131.530426,1698900
2022-10-07,132.009995,132.199997,129.389999,130.149994,128.412613,3197700
2022-10-10,130.610001,130.759995,128.399994,129.270004,127.544365,3571800
2022-10-11,128.789993,130.440002,127.730003,128.690002,126.972107,2521900
2022-10-12,128.740005,129.139999,127.910004,128.020004,126.311058,2419900
2022-10-13,125.459999,131.699997,124.919998,131.100006,129.349945,4820200
2022-10-14,131.979996,132.699997,127.919998,128.199997,126.488647,2663400
2022-10-17,130.309998,131.679993,130.309998,130.990005,129.241409,2500700
2022-10-18,133.509995,134.210007,131.669998,132.929993,131.155518,4707000
2022-10-19,132.009995,132.779999,130.369995,131.360001,129.606476,2030400
2022-10-20,131.529999,132.770004,129.619995,129.899994,128.165939,2821500
2022-10-21,129.889999,133.059998,129.279999,132.869995,131.096313,2535100
2022-10-24,133.520004,134.720001,132.669998,134.350006,132.556564,2637600
2022-10-25,134.360001,137.050003,134.270004,136.929993,135.102097,3735900
2022-10-26,137.059998,138.869995,136.809998,137.199997,135.368515,2762100
2022-10-27,138.000000,139.149994,137.169998,137.330002,135.496780,2734800
2022-10-28,137.399994,140.330002,137.220001,140.179993,138.308716,3407200
2022-10-31,139.440002,140.449997,139.110001,139.559998,137.697006,3715700
2022-11-01,141.029999,141.229996,139.250000,139.899994,138.032455,3684400
2022-11-02,139.639999,143.550003,136.490005,136.490005,134.667999,4326800
2022-11-03,135.080002,136.740005,134.089996,135.800003,133.987198,4013800
2022-11-04,137.699997,138.839996,135.740005,137.910004,136.069046,5355300
2022-11-07,138.470001,139.199997,137.539993,139.009995,137.154343,3693600
2022-11-08,139.360001,141.130005,138.339996,139.839996,137.973267,6172400
2022-11-09,138.919998,139.699997,137.119995,137.330002,135.496780,2566800
2022-11-10,142.070007,144.880005,141.750000,144.690002,142.758530,6723100
2022-11-11,145.179993,146.580002,144.740005,146.080002,144.129974,7571900
2022-11-14,145.559998,146.619995,144.410004,144.490005,142.561203,3673600
2022-11-15,146.639999,146.960007,144.460007,145.850006,143.903030,3981800
2022-11-16,145.139999,145.320007,144.009995,144.300003,142.373749,4210900
2022-11-17,142.369995,143.490005,141.750000,143.460007,141.544952,5512600
2022-11-18,144.910004,145.160004,143.339996,144.529999,142.600662,3439700
2022-11-21,143.910004,144.669998,143.559998,144.470001,142.541458,1938100
2022-11-22,145.259995,146.460007,144.929993,146.389999,144.435837,3184200
2022-11-23,146.149994,147.240005,146.080002,147.000000,145.037689,2213200
2022-11-25,147.000000,147.500000,147.000000,147.500000,145.531021,825500
2022-11-28,146.279999,146.740005,144.580002,144.869995,142.936111,1915600
2022-11-29,145.139999,145.789993,144.630005,145.330002,143.389984,2202100
2022-11-30,145.500000,148.889999,144.320007,148.820007,146.833405,4546500
2022-12-01,149.619995,150.199997,148.350006,149.029999,147.040588,3723600
2022-12-02,147.169998,149.360001,147.169998,148.940002,146.951797,2260600
2022-12-05,147.880005,147.970001,145.619995,146.059998,144.110229,2811400
2022-12-06,146.100006,146.270004,143.470001,144.460007,142.531601,2693600
2022-12-07,144.059998,145.270004,143.910004,144.220001,142.294800,2269900
2022-12-08,145.070007,145.869995,144.509995,145.149994,143.212372,2570600
2022-12-09,144.660004,145.410004,143.970001,144.029999,142.107346,1650200
2022-12-12,144.270004,146.149994,143.869995,146.149994,144.199036,1914200
2022-12-13,150.080002,150.080002,146.119995,147.169998,145.205414,4117400
2022-12-14,147.100006,148.360001,145.229996,146.300003,144.347031,2919500
2022-12-15,144.460007,144.720001,142.550003,143.089996,141.179886,3411200
2022-12-16,141.830002,142.240005,140.429993,141.360001,139.472977,2988000
2022-12-19,140.860001,141.149994,138.960007,139.630005,138.331711,4400500
2022-12-20,139.460007,140.360001,139.009995,139.770004,138.470398,2076800
2022-12-21,140.940002,142.270004,140.779999,141.929993,140.610306,3052200
2022-12-22,140.830002,140.889999,138.009995,140.389999,139.084625,3763300
2022-12-23,140.279999,141.339996,139.570007,141.289993,139.976242,2284500
2022-12-27,141.419998,141.850006,140.559998,141.380005,140.065430,2010700
2022-12-28,141.479996,141.899994,139.320007,139.350006,138.054306,2306100
2022-12-29,140.279999,142.220001,140.139999,141.830002,140.511246,2587400
2022-12-30,140.940002,141.339996,139.960007,141.250000,139.936630,2805100
2023-01-03,142.080002,142.839996,140.000000,141.119995,139.807831,3859700
2023-01-04,142.080002,143.919998,141.850006,143.320007,141.987396,2506200
2023-01-05,142.389999,142.529999,141.399994,141.830002,140.511246,2243500
2023-01-06,143.320007,145.639999,142.309998,145.229996,143.879623,2841600
2023-01-09,145.970001,147.149994,145.220001,145.289993,143.939072,2701400
2023-01-10,145.100006,146.410004,144.649994,146.380005,145.018936,2115300
2023-01-11,146.970001,148.179993,146.800003,148.160004,146.782379,3979800
2023-01-12,148.610001,149.240005,147.220001,148.720001,147.337173,2916800
2023-01-13,147.529999,149.270004,147.309998,149.070007,147.683929,2069900
2023-01-17,148.970001,149.660004,148.559998,148.740005,147.356995,3228600
2023-01-18,149.330002,149.679993,146.369995,146.449997,145.088287,2689300
2023-01-19,145.550003,145.820007,144.369995,144.940002,143.592331,2753100
2023-01-20,145.440002,147.539993,144.559998,147.460007,146.088898,2564800
2023-01-23,147.789993,149.949997,147.500000,149.330002,147.941513,2475700
2023-01-24,148.899994,149.369995,148.029999,148.979996,147.594742,2383300
2023-01-25,147.729996,149.350006,146.949997,149.320007,147.931595,2948800
2023-01-26,150.149994,150.610001,149.000000,150.520004,149.120438,4367800
2023-01-27,150.210007,151.539993,149.979996,150.800003,149.397842,2888300
2023-01-30,149.729996,150.860001,149.100006,149.199997,147.812698,2587000
2023-01-31,149.580002,151.729996,149.240005,151.729996,150.319183,3279900
2023-02-01,150.940002,154.289993,150.229996,153.279999,151.854782,3688100
2023-02-02,154.350006,155.720001,153.699997,154.960007,153.519165,4528000
2023-02-03,153.380005,154.279999,152.630005,153.059998,151.636810,4671900
2023-02-06,152.070007,152.460007,151.470001,151.979996,150.566849,1874000
2023-02-07,151.639999,153.850006,150.770004,153.399994,151.973648,4267400
2023-02-08,152.589996,153.139999,151.600006,151.889999,150.477707,2797000
2023-02-09,153.070007,153.360001,150.059998,150.500000,149.100632,2179500
2023-02-10,150.089996,151.100006,149.809998,150.960007,149.556351,2329900
2023-02-13,151.139999,152.669998,150.850006,152.649994,151.230621,2036100
2023-02-14,152.259995,153.460007,151.020004,152.360001,150.943329,3398000
2023-02-15,151.600006,153.100006,151.300003,153.080002,151.656631,1892400
2023-02-16,151.289993,152.740005,150.929993,151.350006,149.942719,2223700
2023-02-17,150.710007,151.149994,149.809998,151.029999,149.625702,1673900
2023-02-21,149.710007,149.800003,147.520004,147.750000,146.376190,2587800
2023-02-22,147.850006,148.509995,146.990005,147.570007,146.197876,3720800
2023-02-23,148.470001,148.809998,146.559998,148.119995,146.742752,2632600
2023-02-24,146.369995,147.160004,145.669998,146.850006,145.484573,3517500
2023-02-27,148.100006,148.669998,146.679993,147.029999,145.662888,2366500
2023-02-28,147.080002,147.759995,146.600006,146.600006,145.236893,2763300
2023-03-01,146.350006,146.889999,145.740005,146.330002,144.969406,2872500
2023-03-02,145.770004,147.789993,145.300003,147.479996,146.108704,3517300
2023-03-03,148.179993,149.720001,147.610001,149.550003,148.159454,3095000
2023-03-06,149.729996,150.210007,148.600006,148.830002,147.446152,2626400
2023-03-07,148.869995,149.020004,146.220001,146.429993,145.068451,2875200
2023-03-08,146.490005,147.169998,145.880005,146.740005,145.375595,3049300
2023-03-09,146.850006,147.289993,143.190002,143.500000,142.165710,3693800
2023-03-10,143.130005,143.509995,139.649994,140.470001,139.163879,7123300
2023-03-13,138.009995,140.699997,137.020004,138.750000,137.459869,8104700
2023-03-14,141.220001,141.949997,139.110001,140.699997,139.391739,3819100
2023-03-15,138.110001,138.729996,136.669998,138.729996,137.440063,6605200
2023-03-16,137.520004,140.690002,137.139999,140.399994,139.094528,8420400
2023-03-17,139.960007,139.960007,137.580002,138.029999,136.746567,4967300
2023-03-20,137.889999,139.669998,137.889999,139.119995,138.519882,3404300
2023-03-21,140.699997,141.259995,140.139999,140.979996,140.371857,2214900
2023-03-22,140.990005,141.490005,137.679993,137.809998,137.215530,5039600
2023-03-23,138.520004,139.889999,136.369995,137.350006,136.757523,7020600
2023-03-24,136.610001,138.619995,135.789993,138.520004,137.922485,6862600
2023-03-27,139.710007,140.149994,138.860001,139.440002,138.838501,3065600
2023-03-28,139.229996,140.130005,139.100006,139.720001,139.117294,1693400
2023-03-29,141.000000,141.929993,140.830002,141.820007,141.208252,2480600
2023-03-30,142.940002,143.179993,141.929993,142.520004,141.905228,2695900
2023-03-31,143.080002,144.679993,143.080002,144.619995,143.996155,2737800
2023-04-03,144.720001,145.289993,144.059998,144.740005,144.115646,3390800
2023-04-04,145.029999,145.100006,142.649994,143.289993,142.671890,2904000
2023-04-05,142.850006,143.410004,142.369995,142.990005,142.373199,3234000
2023-04-06,142.830002,143.279999,142.380005,143.089996,142.472763,2182700
2023-04-10,142.490005,144.000000,142.360001,143.960007,143.339020,2635300
2023-04-11,144.389999,145.440002,144.320007,144.899994,144.274948,2225200
2023-04-12,145.809998,145.869995,143.979996,144.199997,143.577972,3066100
2023-04-13,144.449997,145.559998,143.860001,145.309998,144.683182,3190500
2023-04-14,145.279999,145.990005,143.910004,144.649994,144.026031,2504300
2023-04-17,144.710007,145.639999,144.440002,145.630005,145.001816,2399800
2023-04-18,146.039993,146.210007,145.119995,145.639999,145.011765,1569400
2023-04-19,145.000000,145.850006,144.869995,145.679993,145.051575,1784900
2023-04-20,144.720001,145.399994,144.389999,144.880005,144.255051,3451700
2023-04-21,145.130005,145.130005,144.130005,144.919998,144.294861,2160900
2023-04-24,144.860001,145.289993,144.589996,145.190002,144.563705,1523600
2023-04-25,144.399994,144.429993,142.639999,142.720001,142.104355,2563200
2023-04-26,142.399994,142.479996,140.940002,141.229996,140.620773,5378700
2023-04-27,141.820007,143.580002,141.429993,143.550003,142.930786,5993000
2023-04-28,143.259995,145.190002,143.229996,145.139999,144.513916,2965600
2023-05-01,145.029999,145.830002,144.860001,145.009995,144.384476,3000900
2023-05-02,144.529999,144.529999,141.449997,142.839996,142.223831,4489800
2023-05-03,143.100006,144.250000,141.889999,142.009995,141.397415,5835800
2023-05-04,141.690002,141.910004,140.160004,140.660004,140.053253,5483300
2023-05-05,141.899994,143.429993,141.899994,143.029999,142.413025,4860300
2023-05-08,143.419998,143.440002,142.300003,142.770004,142.154144,2332900
2023-05-09,142.119995,142.580002,141.759995,142.240005,141.626434,2242700
2023-05-10,143.259995,143.429993,140.919998,142.220001,141.606522,3871400
2023-05-11,141.610001,141.750000,140.779999,141.509995,140.899567,3839400
2023-05-12,142.039993,142.179993,140.600006,141.520004,140.909531,3477400
2023-05-15,141.729996,142.539993,141.259995,142.320007,141.706085,2322700
2023-05-16,141.860001,141.860001,140.289993,140.309998,139.704742,4668100
2023-05-17,141.059998,142.399994,140.419998,142.089996,141.477066,6902700
2023-05-18,141.869995,143.389999,141.610001,143.240005,142.622116,3800000
2023-05-19,143.679993,143.869995,142.330002,142.860001,142.243759,5757900
2023-05-22,142.940002,143.679993,142.220001,143.080002,142.462799,4411500
2023-05-23,142.600006,143.100006,141.440002,141.550003,140.939407,6919600
2023-05-24,140.929993,141.009995,139.729996,140.009995,139.406036,2940500
2023-05-25,140.179993,140.399994,138.949997,139.919998,139.316437,4696000
2023-05-26,140.210007,141.270004,140.029999,141.089996,140.481384,4572500
2023-05-30,141.369995,141.720001,140.360001,140.839996,140.232468,8268500
2023-05-31,140.130005,140.220001,138.809998,139.610001,139.007767,7611200
2023-06-01,139.869995,141.110001,139.050003,140.660004,140.053253,4478300
2023-06-02,141.899994,144.029999,141.830002,143.729996,143.110001,10275800
2023-06-05,143.910004,143.960007,143.000000,143.240005,142.622116,5415100
2023-06-06,143.169998,144.419998,143.029999,144.210007,143.587936,5333300
2023-06-07,144.479996,145.470001,144.160004,145.270004,144.643356,13306200
2023-06-08,145.050003,145.539993,144.339996,145.330002,144.703094,5882400
2023-06-09,145.500000,145.839996,144.830002,145.160004,144.533829,4396800
2023-06-12,145.449997,146.210007,145.000000,146.119995,145.489685,3733100
2023-06-13,146.589996,147.750000,146.399994,147.529999,146.893600,6802500
2023-06-14,147.919998,148.460007,146.419998,147.250000,146.614822,8456400
2023-06-15,146.949997,149.300003,146.949997,148.949997,148.307480,5177400
2023-06-16,149.610001,149.880005,148.600006,148.830002,148.188004,11152200
2023-06-20,147.470001,147.490005,146.289993,146.839996,146.839996,4514200
2023-06-21,146.399994,147.160004,145.830002,146.630005,146.630005,5481700
2023-06-22,146.419998,146.550003,145.470001,146.029999,146.029999,3852200
2023-06-23,145.009995,145.479996,144.520004,144.770004,144.770004,3869200
2023-06-26,144.770004,146.039993,144.770004,145.649994,145.649994,4300000
2023-06-27,145.860001,147.639999,145.589996,147.429993,147.429993,8880500
2023-06-28,147.169998,147.320007,146.479996,147.179993,147.179993,4335600
2023-06-29,147.130005,148.350006,146.839996,148.330002,148.330002,7610700
2023-06-30,149.250000,150.009995,148.889999,149.639999,149.639999,4738600
2023-07-03,149.350006,150.240005,149.149994,150.009995,150.009995,2797300
2023-07-05,149.389999,149.830002,148.869995,149.369995,149.369995,4333900
2023-07-06,148.000000,148.289993,146.940002,148.149994,148.149994,7769500
2023-07-07,147.910004,149.789993,147.820007,148.520004,148.520004,3213100
2023-07-10,148.419998,150.029999,148.360001,149.850006,149.850006,4145800
2023-07-11,150.220001,151.720001,150.190002,151.539993,151.539993,10166300
2023-07-12,152.970001,153.020004,152.070007,152.240005,152.240005,6668900
2023-07-13,152.690002,153.199997,152.339996,152.960007,152.960007,5458400
2023-07-14,153.100006,153.100006,151.679993,152.059998,152.059998,6345100
2023-07-17,151.779999,152.770004,151.320007,152.350006,152.350006,5352900
2023-07-18,152.350006,153.600006,152.220001,153.289993,153.289993,5442600
2023-07-19,153.589996,154.320007,153.429993,154.050003,154.050003,8551800
2023-07-20,153.889999,154.169998,153.350006,153.889999,153.889999,7542400
2023-07-21,154.399994,154.589996,153.630005,154.110001,154.110001,5511700
2023-07-24,154.399994,154.830002,154.059998,154.539993,154.539993,3358000
2023-07-25,154.339996,155.080002,154.110001,154.649994,154.649994,5010400
2023-07-26,154.350006,155.330002,154.259995,155.000000,155.000000,5149100
2023-07-27,155.770004,155.770004,153.369995,153.639999,153.639999,6057500
2023-07-28,155.050003,155.100006,153.789993,154.399994,154.399994,6004400
